"","lyrics","song","artist"
"347","Fernando & Sorocaba & Kane Brown","I Run to You","Lady A"
"348","Oh, sweetheart put the bottle down
You've got too much talent
I see you through those bloodshot eyes
There's a cure, you've found it

Slow motion sparks, you've caught that chill
Now don't deny it
But boys will be boys, oh, yes they will
They don't wanna define it

Just give up the game and get into me
If you're looking for thrills then get cold feet

Oh, no
I do not hook up, up
I go slow
So if you want me, I don't come cheap
Keep your hand in my hand and your heart on your sleeve
Oh, no
I do not hook up, up
I fall deep
'Cause the more that you try the harder I'll fight to say goodnight

I can't cook, no, but I can clean up the mess she left
Lay your head down and feel the beat as I kiss your forehead
This may not last but this is now, so love the one you're with
You wanna chase but you're chasin' your tail
A quick fix won't ever get you well

Oh, no
I do not hook up, up
I go slow
So if you want me I don't come cheap
Keep your head on my hand and your heart on your sleeve
Oh, no
I do not hook up, up
I fall deep
'Cause the more that you try the harder I'll fight to say

'Cause I feel the distance between us
Could be over with the snap of your finger

Oh, no
I do not hook up, up
I go slow
So if you want me I don't come cheap
Keep your head on my hand and your heart on your sleeve
Oh, no
I do not hook up, up
I fall deep
'Cause the more that you try, the harder I'll fight to say
'Cause the more that you try, the harder I'll fight to say goodnight

Oh, sweetheart put the bottle down
'Cause you don't wanna miss out
","I Do Not Hook Up","Kelly Clarkson"
"349","Give me the green light
Give me just one night
I'm ready to go right now
I'm ready to go right now (Let's go!)
I'm ready to go right now
I'm ready to go right now

I see you move, I'm checking your smile
Workin your back like, it's going out of style
Shake just a little bit faster
Shake just a little now girl
Dying to meet you, so let's mess around
Got an obsession, of us getting down
Come just a little bit closer
I just need permission soooo

Give me the green light
Give me just one night
I'm ready to go right now
I'm ready to go right now (Let's go!)
I'm ready to go right now
I'm ready to go right now

One, two, three - green light
Well, if it's what it seems like
They way you're movin' baby let's me know that's it's gon' be right
I'm - (I'm ready to go right now) Ah, ah
I'm - (I'm ready to go right now)
A-one, two, three - red light
I wanna see what your bed's like
But if I be your buddy, get you studied, is yo' head right?
I'm - (I'm ready to go right now) Ah, ah
I'm - (I'm ready to go right now)

Do I have a girlfriend? Well, technically no (NO!)
If you be my girlfriend, then I'll make it so
You'll be my only true lover
No competition, no other (no other)
Baby, it's just, the thrill of the chase
I've got a feeling, I'm winning this race
Baby, I'm in much closer
I just need permission so

Give me the green light
Give me just one night
I'm ready to go right now
I'm ready to go right now (Let's go!)
I'm ready to go right now
I'm ready to go right now

One, two, three - green light
Well, if it's what it seems like
They way you're movin' baby let's me know that's it's gon' be right
I'm - (I'm ready to go right now) Ah, ah
I'm - (I'm ready to go right now)
A-one, two, three - red light
I wanna see what your bed's like
But if I be your buddy, get you studied, is yo' head right?
I'm - (I'm ready to go right now) Ah, ah
I'm - (I'm ready to go right now)

So I went hard like Medusa starin at me
I told her, ""Let's go, let's blow this lame nigga factory""
She said, ""What kind of girl do you think that I are?
The kind that you meet in a bar?
You think you can get whatever you want cause you some kind of star""
No, I'm a comet; I just want you woman
Hey, if I were you then it would be me that I'd go home with
Three, the one and only, one thing you ain't considered
I heard you when you told your girl, ""Ooh, he can get it"" - admit it
You did it! Let's hop a cab, and split it
I'm kiddin! We both goin' to where you livin'!
Eh-HAH!! I got you giggling like a piglet - oh, that's the ticket?
I hope you more like, Anita Baker, than Robin Givens
No, I don't know that lady, so let me quit it
I'm just stylefreein', freestylin' which I seldom do
This is what I'm tellin' you, to the bed I'm nailin' you
Like I've been in jail for two, years and then they let me loose

Give me the green light
Give me just one night
I'm ready to go right now
I'm ready to go right now (Let's go!)
I'm ready to go right now
I'm ready to go right now

You got you one, Legend!
Sometimes you gotta step from behind that piano!
And let 'em know what's going on
Even Stevie Wonder got down sometimes.Hahaha!
I'm ready to go! My mandate can't wait
Participate

Give me the green light
Give me just one night
I'm ready to go right now
I'm ready to go right now (Let's go!)
I'm ready to go right now
I'm ready to go right now
","Green Light (feat. André 3000)","John Legend"
"350","This old man and me
We're at the bar and we
We're havin' us some beers and
Swappin' ""I don't cares""
Talkin' politics
Blonde and redhead chicks
Old dogs and new tricks and
Habits we ain't kicked

We talked about God's grace
And all the Hell we raised
Then I heard the old man say

God is great, beer is good
And people are crazy

He said I fought two wars
Been married and divorced
What brings you to Ohio?
He said, ""Damn if I know""
We talked an hour or two
About every girl we knew
What all we put 'em through
Like two old boys will do

We pondered life and death
He lit a cigarette
He said, ""These damn things will kill me yet""

But God is great, beer is good
And people are crazy

Last call it's 2:00 a.m
I said goodbye to him
I never talked to him again
Then one sunny day
I saw the old man's face
Front page obituary
He was a millionaire he
He left his fortune to
Some guy he barely knew
His kids were mad as Hell
Huh, but me, I'm doing well

And I drop by today
To just say thanks and pray
And I left a six-pack right there on his grave
And I said

God is great, beer is good
And people are crazy

God is great, beer is good
And people are crazy

God is great, beer is good
And people are crazy
","People Are Crazy","Billy Currington"
"351","She got eyes that cut you like a knife
And lips that taste like sweet red wine
And pretty legs go to heaven every time
She's got a gentle way that puts me at ease
And when she walks in the room I can hardly breathe
Got a devastating smile knock a grown man to his knees

She got whatever it is
It blows me away
She's everything I wanted to say to a woman
But couldn't find the words to say
She got whatever it is
I don't know what to do
'Cause every time I try and tell her how I feel
It comes out ""I love you""
You got whatever it is

You know I've never been the type that would ever want to stay
Bring 'em home at night and they're gone the next day
But that all changed when she walked into my life
And people askin why it is
Tell 'em I don't know
Just something about the woman makes my heart go haywire
And she's gonna be my wife

She got whatever it is
It blows me away
She's everything I wanted to say to a woman
But couldn't find the words to say
She got whatever it is
I don't know what to do
'Cause every time I try and tell her how I feel
It comes out ""I love you""
You got whatever it is

When she loves me
Girl that's how I feel
'Cause when she loves me I'm on top of the world
'Cause when she loves me I can live forever
When she loves me I am untouchable

She got whatever it is
It blows me away
She's everything I wanted to say to a woman
But couldn't find the words to say
She got whatever it is
I don't know what to do
'Cause every time I try and tell her how I feel
It comes out ""I love you, I do""
You got whatever it is
Oh, mama, you got whatever it is.
","Whatever It Is","Zac Brown Band"
"352","Mm-mm-mm-mm
Let me talk to 'em
Let me talk to 'em
Let it rain, mm-mm-mm
Let me talk to 'em
C'mon

Shawty had them apple bottom jeans (jeans)
Boots with the fur (with the fur)
The whole club was lookin' at her
She hit the floor (she hit the floor)
Next thing you know
Shawty got low, low, low, low, low, low, low, low

Them baggy sweat pants and the Reeboks with the straps (with the straps)
She turned around and gave that big booty a slap (hey)
She hit the floor (she hit the floor)
Next thing you know
Shawty got low, low, low, low, low, low, low, low

Hey, I ain't never seen nothin' that'll make me go
This crazy all night, spending my dough
Had the million dollar vibe and a body to go
Them birthday cakes, they stole the show
So sexual
She was flexible, professional
Drinkin' X and O
Hold up wait a minute, do I see what I think I-, whoa

Did her thing, I seen shawty get low
Ain't the same when it's up that close
Make it rain, I'm makin' it snow
Work the pole, I got the bankroll
I'ma say that I prefer the no clothes
I'm into that, I love women exposed
She threw it back at me, I gave her more
Cash ain't a problem, I know where it go

She had them apple bottom jeans (jeans)
Boots with the fur (with the fur)
The whole club was lookin' at her
She hit the floor (she hit the floor)
Next thing you know
Shawty got low, low, low, low, low, low, low, low

Them baggy sweat pants and the Reeboks with the straps (with the straps)
She turned around and gave that big booty a slap (ayy)
She hit the floor (she hit the floor)
Next thing you know
Shawty got low, low, low, low, low, low, low, low

Hey, shawty, what I gotta do to get you home?
My jeans filled with guap and they ready for shones
Cadillacs, Maybachs for the sexy grown
Patron on the rocks that'll make your moan
One stack c'mon, two stacks c'mon, three stacks c'mon
Now that's three grand
What you think I'm playin'? Baby-girl, I'm the man
I invented rubber bands

That's what I told her, her legs on my shoulders
I knew it was over
That Henny and Cola got me like a soldier
She ready for Rover, I couldn't control her
So lucky, oh, me, I was just like a clover
Shawty was hot like a toaster
Sorry, but I had to fold her
Like a pornography poster, she showed her

Apple bottom jeans (jeans)
Boots with the fur (with the fur)
The whole club was lookin' at her
She hit the floor (she hit the floor)
Next thing you know
Shawty got low, low, low, low, low, low, low, low

Them baggy sweat pants and the Reeboks with the straps (with the straps)
She turned around and gave that big booty a slap (hey)
She hit the floor (she hit the floor)
Next thing you know
Shawty got low, low, low, low, low, low, low, low

Whoa, shawty, yeah she was worth the money
Lil' mama took my cash
And I ain't want it back
The way she bent that back
Got all them paper stacks
Tattoo above her crack
I had to handle that

I was on it, sexy woman
Let me showin', and make me want it
Two in the morning, I'm zoned in
Them Rosay bottles foaming
She wouldn't stop, made it drop
Shawty did that pop and lock
Had to break her off that guap
Gal was fly just like my Glock

Apple bottom jeans (jeans)
Boots with the fur (with the fur)
The whole club was lookin' at her
She hit the floor (she hit the floor)
Next thing you know
Shawty got low, low, low, low, low, low, low, low

Them baggy sweat pants and the Reeboks with the straps (with the straps)
She turned around and gave that big booty a slap (hey)
She hit the floor (she hit the floor)
Next thing you know
Shawty got low, low, low, low, low, low, low, low (c'mon)
","Low (feat. T-Pain)","Flo Rida"
"353","Closed off from love, I didn't need the pain
Once or twice was enough and it was all in vain
Time starts to pass, before you know it you're frozen
But something happened for the very first time with you
My heart melted to the ground, found something true
And everyone's looking 'round, thinking I'm going crazy

But I don't care what they say, I'm in love with you
They try to pull me away, but they don't know the truth
My heart's crippled by the vein that I keep on closing
You cut me open and I

Keep bleeding, keep, keep bleeding love
I keep bleeding, I keep, keep bleeding love
Keep bleeding, keep, keep bleeding love
You cut me open

Trying hard not to hear, but they talk so loud
Their piercing sounds fill my ears, try to fill me with doubt
Yet I know that their goal is to keep me from falling
But nothing's greater than the risk that comes with your embrace
And in this world of loneliness, I see your face
Yet everyone around me thinks that I'm going crazy
Maybe, maybe

But I don't care what they say, I'm in love with you
They try to pull me away, but they don't know the truth
My heart's crippled by the vein that I keep on closing
You cut me open and I

Keep bleeding, keep, keep bleeding love
I keep bleeding, I keep, keep bleeding love
Keep bleeding, keep, keep bleeding love
You cut me open

And it's draining all of me
Though they find it hard to believe
I'll be wearing these scars for everyone to see

I don't care what they say, I'm in love with you
They try to pull me away, but they don't know the truth
My heart's crippled by the vein that I keep on closing
Oh, you cut me open and I

Keep bleeding, keep, keep bleeding love
I keep bleeding, I keep, keep bleeding love
Keep bleeding, keep, keep bleeding love
Oh, you cut me open and I

Keep bleeding, keep, keep bleeding love
I keep bleeding, I keep, keep bleeding love
Keep bleeding, keep, keep bleeding love
Oh, you cut me open and I
Keep bleeding, keep, keep bleeding love
","Bleeding Love","Leona Lewis"
"354","I just want you close
Where you can stay forever
You can be sure
That it will only get better

You and me together
Through the days and nights
I don't worry 'cause
Everything's gonna be alright
People keep talking
They can say what they like
But all I know is
Everything's gonna be alright

No one, no one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you
You, you
Can get in the way of what I feel for you

When the rain is pouring down
And my heart is hurting
You will always be around
This I know for certain

You and me together
Through the days and nights
I don't worry 'cause
Everything's gonna be alright
People keep talking
They can say what they like
But all I know is
Everything's gonna be alright

No one, no one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you
You, you
Can get in the way of what I feel

I know, some people search the world
To find something like what we have
I know, people will try
Try to divide something so real
So 'til the end of time I'm telling you there is no one

No one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you

Oh-oh, oh-oh-oh
Oh-oh, oh-oh-oh
Oh-oh, oh-oh, oh, oh, oh, oh, oh
Oh-oh, oh-oh-oh
Oh-oh, oh-oh-oh
Oh-oh, oh-oh, oh, oh, oh, oh, oh
","No One","Alicia Keys"
"355","Uh-huh, no homo (Young Mula, baby)
I say he so sweet
Make her wanna lick the wrapper
Remix, baby!

Lollipop, lollipop, breast is just like Dolly Parton
She ride my spaceship 'til she hit the top
That hit the spot
'Til she ask, ""How many li-i-li-i-licks do it take 'til she get to shop?""
Don't worry why my wrists got so freeze
Tell a girl, ""Like Doritos, that's not 'cho cheese""
Tell her friends, ""Like Fritos, I'm tryin' to lay""
I can't only have one, and I ain't trying to wait

This a song with Wayne, so you know it's gon' melt
But you ain't finna murder me like everybody else
I'ma rap like I got some type respect for myself
I don't do it for my health, man, I do it for the belt
Man, I do it to the death, 'til the roof get melt
Hundred degrees, drop the roof, so the coupe don't melt
Man, the flow so cold, chicken soup won't help
We need four more hoes, we need oh, oh, oh, oh!

You know what it is when we out of town
We balling too serious, and you out of bounds
So come here, baby girl
You're now fucking with the best in the world
Lollipop
The best in the world
She lick me like a lollipop, lollipop
World, world (she, she lick me like a lollipop, lollipop)

Shawty want a thug, thug, thug
Bottles in the club, club, club (bottles in the club)
Shawty wanna hump (shawty wanna)
You know I like to touch (shawty wanna)
Your lovely lady lumps, lumps, lumps (shawty wanna)

Shawty want a thug (I like that)
Bottles in the club (hey, I like that)
Shawty wanna hump (I like that, haha!)
You know I like to touch your lovely lady lumps

Shawty, say she wanna lick the wrapper
And she gonna lick the rapper
And I just wanna act like a porno-flicking actor
I Anita-bake her, now, she caught up in that Rapture
I got so much chips, I swear, they call me Hewlett Packard
I got so much chips, you can have a bag if you're a snacker
Greedy mother-fudge cake, now, tell me how that fudge tastes
I do it for Bloods' sake, soo-woo!

Think it's voodoo how that roof do di-di-dissipate
Your girl want to participate
She so, so sophisticate, 'cause her brain is off the chain
And then, my diamonds are in the choir
Because they sing from off my chain
And my Nina just joined the gang because all she do is bang
Like Ricky Martin, Wayne and Kanye, pick your poison
If that woman wanna cut, then tell her I am Mr. Ointment
Tell her to make an appointment with Mr. I-Can't-Make-An-Appointment
Take my lollipop and enjoy it, remix

Shawty want a thug, thug, thug (shawty want a thug, yeah!)
Bottles in the club, club, club (bottles in the club, yeah!)
Shawty wanna hump (yeah! Shawty wanna)
You know I like to touch (yeah, shawty wanna)
Your lovely lady lumps, lumps, lumps (shawty wanna)

Shawty want a thug (I like that)
Bottles in the club (hey, I like that)
Shawty wanna hump (I like that, haha!)
You know I like to touch your lovely lady lumps (I like that)

Why would she? She probably be the odd cookie
In the plastic bag 'bout to get crushed by a building
I've flushed out the feeling of me being the shit
'Cause I was leaving skid marks on everywhere I sit
I am everywhere, I'm it, like Hide-and-Go
And I can go anywhere, eeny, mini, miney, mo

I'm in your neighborhood, area, CD-thing, tape deck
IPod, your girlfriend, and she say I got great sex
Safe sex is great sex, better wear a latex
'Cause you don't want that late text, that ""I think I'm late"" text
So wrap it up!
Bu-bu-but he's so sweet, sh-she wanna lick the wrapper

Shawty want a thug, thug, thug
Bottles in the club, club, club
Shawty wanna hump
You know I like to touch
Your lovely lady lumps, lumps, lumps (re-re-re-remix, baby!)

Lick me like a lollipop (lollipop)
She-she lick me like a lollipop (l-lollipop)
Sh-sh-sh-she lick me like a lollipop (lollipop)
She-she lick me like a lollipop (lollipop)
","Lollipop (feat. Static Major)","Lil Wayne"
"356","I'm holding on your rope
Got me ten feet off the ground
And I'm hearing what you say
But I just can't make a sound

You tell me that you need me
Then you go and cut me down, but wait
You tell me that you're sorry
Didn't think I'd turn around and say

That it's too late to apologize, it's too late
I said it's too late to apologize, it's too late
Too late, oh

I'd take another chance, take a fall
Take a shot for you
And I need you like a heart needs a beat
But it's nothing new, yeah yeah

I loved you with a fire red, now it's turning blue
And you say sorry like the angel
Heaven let me think it was you
But I'm afraid

It's too late to apologize, it's too late
I said it's too late to apologize, it's too late, whoa

It's too late to apologize, it's too late
I said it's too late to apologize, it's too late
I said it's too late to apologize, yeah, too late
I said it's too late to apologize, yeah, too late

I'm holding on your rope
Got me ten feet off the ground
","Apologize (feat. OneRepublic)","Timbaland"
"357","Tell me how I'm supposed to breathe with no air?

If I should die before I wake
It's 'cause you took my breath away
Losing you is like living in a world with no air, oh

I'm here alone, didn't wanna leave
My heart won't move, it's incomplete
Is there a way I could make you understand?

But how
Do you expect me, to live alone with just me?
'Cause my world revolves around you
It's so hard for me to breathe

Tell me how I'm supposed to breathe with no air?
Can't live, can't breathe with no air
That's how I feel whenever you ain't there
There's no air, no air
Got me out here in the water so deep
Tell me how you gon' be without me?
If you ain't here I just can't breathe
There's no air, no air
No air air, no air air

I walked, I ran, I jumped, I flew right off
The ground and float to you
There's no gravity to hold me down, for real

But somehow I'm still alive inside
You took my breath but I survived
I don't know how but I don't even care

So how do you expect me to live alone with just me?
'Cause my world revolves around you
It's so hard for me to breathe

Tell me how I'm supposed to breathe with no air?
Can't live, can't breathe with no air
That's how I feel whenever you ain't there
There's no air, no air
Got me out here in the water so deep
Tell me how you gon' be without me?
If you ain't here I just can't breathe
There's no air, no air
No air air, no air air
No air air, no air air (no more)

There's no no air?

Tell me how I'm supposed to breathe with no air
Can't live, can't breathe with no air
That's how I feel whenever you ain't there
There's no air, no air

Got me out here in the water so deep
Tell me how you gon' be without me?
If you ain't here I just can't breathe
There's no air, no air
No air air, no air air

Got me here out in the water so deep
Tell me how you goin' be without me?
If you ain't here I just can't breathe
There's no air, no air
No air air, no air air
","No Air","Jordin Sparks"
"358","Head under water
And you tell me
To breathe easy for a while
The breathing gets harder
Even I know that

Made room for me
It's too soon to see
If I'm happy in your hands
I'm unusually hard to hold on to

Blank stares at blank pages
No easy way to say this
You mean well but you make this hard on me

I'm not gonna write you a love song
'Cause you asked for it
'Cause you need one
You see, I'm not gonna write you a love song
'Cause you tell me it's make or breakin' this
If you're on your way

I'm not gonna write you to stay
If all you have is leaving
I'm gonna need a better reason
To write you a love song today
Today

I learned the hard way
That they all say
Things you wanna hear
My heavy heart sinks deep down under

You and your twisted words
Your help just hurts
You are not what I thought you were
Hello to high and dry

Convinced me to please you
Made me think that I need this, too
I'm trying to let you hear me as I am

I'm not gonna write you a love song
'Cause you asked for it
'Cause you need one
You see, I'm not gonna write you a love song
'Cause you tell me it's make or breakin' this
If you're on your way

I'm not gonna write you to stay
If all you have is leaving
I'm gonna need a better reason
To write you a love song today

'Cause you asked for it
'Cause you need one
You see, I'm not gonna write you a love song
'Cause you tell me it's make or breakin' this
Is that why you wanted a love song

'Cause you asked for it
'Cause you need one, you see
I'm not gonna write you a love song

'Cause you tell me it's
Make or breaking this
Or you're on your way
I'm not gonna write you to stay

If your heart is nowhere in it
I don't want it for a minute
Babe, I'll walk the seven seas
When I believe that there's a reason to write you a love song today
Today
","Love Song","Sara Bareilles"
"359","Yeah (Yeah)
Yeah (Yeah)
Usher
Yeah this it right here
Queen Bee, yeah
I'm the king, y'all know that
She the queen, came right back
Yeah
yeaaahh, yeaah
OHH! Remix!

(Usher) Now baby girl there ain't nothin more that I can say
You know by now, I want it more than anythang
If I walk away and just let you leave
You'll be stuck in my head like a melody

(Beyoncé)I know you want it But, I'm hesitating You must be crazy
I got a man, you got a lady

(Usher) I know, we here together
So this must be something special
Cause, you could be anywhere you wanted
you decided to be here with me
No coincidence, it was meant to be
Don't be shy, come let'cha boy get in
So you can tell all of your friends
He was on the remix, liiike

(Usher) In this club
In this club
Ladies can I put this love up on you one time
If you ain't scared, say wassuuuuup
In this club
In this club
They can keep watchin
I ain't stoppin
Baby I don't give up
In this club
In this club
Ladies can I put this love up on you one time
If you ain't scared, say wassuuuuup
In this club
In this club
They can keep watchin
Baby I don't give up
In this club

(Beyoncé) Baby, you know I'd be down
But we can't have all these people starin, standin around
This right here is only for your eyes to see
But you gettin carried away
Sayin we can do it where-ever
The way you touchin me I know what a rying your hardest to make me give in
But I'mma be down to give you what'chu want if you keep it uuupp
I strongly doubt this velvet rope would hold me up
And I don't want security rollin up on us
I'm not hesitatin, I just don't wanna rush
You could be anywhere you wanted
But'chu decided to be here with me
No coincidence, it was meant to be
I guess if I mess around and let'chu get in
You gon' tell all of your friends
You was on this remix, liiiike

(Beyoncé and Usher) In this club
In this club
Ladies can I put this love up on you one time
If you ain't scared, say wassuuuuup
In this club
In this club
They can keep watchin
I ain't stoppin
Baby I don't give up
In this club
In this club
Ladies can I put this love up on you one time
If you ain't scared, say wassuuuuup
In this club
In this club
They can keep watchin
Baby I don't give up
In this club

(Lil Wayne) Ah-em...
Shawty want a thug
It started with a hug
And the rest went like this
I gave her neck a kissy-kiss
She gave my neck a kiss back
I said we could do it like a stack
I mean we could do it like a g
On the couch in V.I.P
Shawty we could get it on
I'm like, shout-out to the DJ for playin this song
Girl we could act like two damn fools
And everybody think we doin a dance move
Call me, so I can make it juicy for ya
Meet me in the bathroom and you could be my secret lover, girl

And it started with a hug
But now we makin love in this club
And we're not gonna stop just because
The people in the crowd are watchin us
But we don't give a damn what they say
And this is Da-da remix bay-bay!

(Usher) Come a little closer to daddy, put it on ya
Need you to know, what happens here stays here

(Beyoncé) And I'm ready and willing
Almost got to go
Got'cha standin at attention
Keep it on the low

(Usher) Ain't nobody watchin
Don't worry they can't see us
I know I got'cha hot
Now let mee innn

(Beyoncé) You in the club or the car
Where-ever you are
Run and tell the DJ
Run it back on re-play

(Usher & Beyoncé) In this club
In this club
Ladies can I put this love up on you one time
If you ain't scared, say wassuuuuup
In this club
In this club
They can keep watchin
I ain't stoppin
Baby I don't give up
Now run and tell all of your friends
You gotta get this remix, liiike

(Usher) King and Queen
Y'all know
Yeah man
We out
","Love In This Club, Pt. II (feat. Beyoncé & Lil Wayne)","USHER"
"360","Sexy, can I?
Yeah! Ray (yeah)
We out here
It's young boss, knockout (yeah-yeah)
All he wanna know is...
First round, ladies (sexy, can I?)

Sexy, can I? Just pardon my manners
Girl, how you shake it, got a nigga like (ohh)
It's a Kodak moment, let me go and get my camera
All I wanna know is (sexy, can I?)
Sexy, can I hit it from the front?
Can I hit it from the back? Know you like it like that
Then we take it to the bed, then we take it to the flo'
Then we chill for a second, then we back at it some mo'
Sexy, can I? Just pardon my manners
Girl, how you shake it got a nigga like (ohh)
It's a Kodak moment, let me go and get my camera
All I wanna know is sexy, can I?

'Ey, waddup, lil' mama? It's ya boy Yung'n
G5 dipped in Louis Vuitton luggage
'Ey, gotta love it, ya boy so fly
All the ladies go (ohh) when the nigga go by
Gucci on the feet, Marc Jacob on the thigh
She wanna ride or die witcha boy in the Chi
That's right, so I let her kiss the prince
Her boyfriend, she ain't missed him since
Ya dig?

Sexy, can I? Just pardon my manners
Girl, how you shake it got a nigga like (ohh)
It's a Kodak moment, let me go and get my camera
All I wanna know is (sexy, can I?)

Sexy, can I keep it on the low?
Got a girl at the crib, we can take it to the mo-mo
You can bring a friend, or you can ride solo
Let me get my camera, so we can take a photo
Ooh, ooh (now, go shawty, go shawty)
Baby, when we make love, it's like ooh, ooh
I don't know what your man is like, but shawty all I wanna know is...
Sexy, can I?

Sexy, can I visit you at work?
While you slidin' down the pole, no panties, no shirt
Then you climb back up the pole, then you drop and do the splits
How you make that pussy talk, baby damn you on some real shit
Ooh, ooh (now, go shawty, go shawty)
I make it rain in the club like, ooh
I don't know what your man is like, but baby all I wanna know is...
Sexy, can I?

Sexy, can I? Just pardon my manners
Girl, how you shake it got a nigga like (ohh)
It's a Kodak moment, let me go and get my camera
All I wanna know is (sexy, can I?)

You know what it is
She ain't concerned with, who ya boy's hittin', or who Ray's nailing
So when I give it to her, I know that she ain't tellin
See I'm a goal-getter and she a go get-it
You already know she a (sexy, can I?)
Sexy, can I send for you red-eye?
Fresh out the pool, no towel, let it air-dry
And if you ain't fuckin' tonight
Then you can watch our tour bus go by

Sexy, can I? Just pardon my manners
Girl, how you shake it got a nigga like (ohh)
It's a Kodak moment, let me go and get my camera
All I wanna know is sexy, can I?
Sexy, can I hit it from the front?
Can I hit it from the back? Know you like it like that
Then we take it to the bed, then we take it to the flo'
Then we chill for a second, then we back at it some mo'
Sexy, can I? Just pardon my manners
Girl, how you shake it got a nigga like (ohh)
It's a Kodak moment, let me go and get my camera
All I wanna know is (sexy, can I?)

I just wanna have some fun
You know I wanna have some too!
Ay, I said, can I just have some fun?
We about to turn the mansion out
And we can do it with the cameras out
Sexy, can I?
","Sexy Can I (feat. Yung Berg)","Ray J"
"361","Oh, how about a round of applause?
Yeah, standing ovation? Ooh, oh yeah
Yeah y-yeah yeah

You look so dumb right now
Standing outside my house
Trying to apologize
You're so ugly when you cry
Please, just cut it out

Don't tell me you're sorry 'cause you're not
And baby when I know you're only sorry you got caught

But you put on quite a show, really had me going
But now it's time to go, curtain's finally closing
That was quite a show, very entertaining
But it's over now
(But it's over now)
Go on and take a bow

Grab your clothes and get gone
You better hurry up before the sprinklers come on
Talking' 'bout,? Girl, I love you,"" ""You're the one""
This just looks like a rerun
Please, what else is on?

Don't tell me you're sorry 'cause you're not
And baby when I know you're only sorry you got caught

But you put on quite a show, really had me going
But now it's time to go, curtain's finally closing
That was quite a show, very entertaining
But it's over now
(But it's over now)
Go on and take a bow

Oh, and the award for the best liar goes to you
(Goes to you)
For making me believe that you could be faithful to me
Let's hear your speech out

How about a round of applause?

A standing ovation?

But you put on quite a show, really had me going
Now it's time to go, curtain's finally closing
That was quite a show, very entertaining
But it's over now
(But it's over now)
Go on and take a bow

But it's over now
","Take a Bow","Rihanna"
"362","This was never the way I planned
Not my intention
I got so brave, drink in hand
Lost my discretion
It's not what I'm used to
Just wanna try you on
I'm curious for you
Caught my attention

I kissed a girl and I liked it
The taste of her cherry chapstick
I kissed a girl just to try it
I hope my boyfriend don't mind it
It felt so wrong, it felt so right
Don't mean I'm in love tonight
I kissed a girl and I liked it
I liked it

No, I don't even know your name
It doesn't matter
You're my experimental game
Just human nature
It's not what good girls do
Not how they should behave
My head gets so confused
Hard to obey

I kissed a girl and I liked it
The taste of her cherry chapstick
I kissed a girl just to try it
I hope my boyfriend don't mind it
It felt so wrong, it felt so right
Don't mean I'm in love tonight
I kissed a girl and I liked it
I liked it

Us girls, we are so magical
Soft skin, red lips, so kissable
Hard to resist, so touchable
Too good to deny it
Ain't no big deal, it's innocent

I kissed a girl and I liked it
The taste of her cherry chapstick
I kissed a girl just to try it
I hope my boyfriend don't mind it
It felt so wrong, it felt so right
Don't mean I'm in love tonight
I kissed a girl and I liked it
I liked it
","I Kissed a Girl","Katy Perry"
